sent_id,entity1,entity2,sent,processed_sent,label
TRAIN_SENT_ID_265242,贾琏,贾赦,贾赦 、 贾政 、 贾珍 、 贾琏 ， 以及 薛蟠 、 孙绍祖 等 ， 都 是 这样 。,人物二  贾政  贾珍  人物一  薛蟠  孙绍祖,-1
TRAIN_SENT_ID_286849,洪瑛琦,李世龙,例 ： 洪瑛琦 李世龙 ， 蔡依林 锦荣 。,例  人物一 人物二  蔡依林 锦荣,1
TRAIN_SENT_ID_262812,熊美玲,林秋离,No.52 你 在 我心 最深 的 地方 林秋离 熊美玲 蔡幸娟,我心 最深 地方 人物二 人物一 蔡幸娟,1
TRAIN_SENT_ID_278024,李元霸,李渊,李渊 怕 恩公 秦琼 及 互岗寨 众将 遭 力大无比 的 李元霸 伤害 ， 暗通 瓦岗寨 众将 插 黄旗 作 标志 ， 使元霸 避让 。,人物二 怕 恩公 秦琼 互岗寨 众将 遭 力大无比 人物一 伤害  暗通 瓦岗寨 众将 插 黄旗 作 标志  使元霸 避让,-1
TRAIN_SENT_ID_258362,张兆和,沈从文,张兆和 情急之下 ， 拿 着 沈从文 的 全部 情书 去 找 校长 理论 ， 那个 校长 就是 胡适 。,人物一 情急之下  人物二 情书 找 校长 理论  校长 胡适,1
TRAIN_SENT_ID_284327,王书麒,许秋怡,第八集 20110313 嘉宾 ： 叶凯茵 与 郭家梁 JoeJunior 与 陈淑贤 王书麒 与 许秋怡,第八集  嘉宾  叶凯茵 郭家梁  陈淑贤 人物一 人物二,1
TRAIN_SENT_ID_269158,陆雪琪,张小凡,正魔 二次大战 后 碧瑶 失踪 ， 张小凡 在 陆雪琪 的 温柔 照顾 和 小白 的 开导 下 ， 最终 战胜 了 心 魔 ， 回到 青云 ， 并 通过 诛 仙剑 阵 击退 魔教 。,正魔 二次大战 碧瑶 失踪  人物二 人物一 温柔 照顾 小白 开导  最终 战胜 心 魔  回到 青云  诛 仙剑 阵 击退 魔教,1
TRAIN_SENT_ID_258519,刘禅,刘备,刘备 为了 报仇 ， 丞相 诸葛亮 辅佐 刘禅 治理 蜀国 。,人物二 报仇  丞相 诸葛亮 辅佐 人物一 治理 蜀国,-1
TRAIN_SENT_ID_279019,林诗音,龙啸云,林诗音 知道 李寻欢 拒绝 是因为 不想 破坏 她 和 龙啸云 之间 的 关系 ， 无奈 之下 离开 。,人物一 知道 李寻欢 拒绝 是因为 不想 破坏 人物二 之间 关系  无奈 之下 离开,1
TRAIN_SENT_ID_273317,秦香莲,陈世美,陈世美 与 秦香莲 （ 1955 ）,人物二 人物一,1
TRAIN_SENT_ID_284260,王语嫣,段正淳,坦克 - 南海 鳄神 ， ( 输出 - 木婉清 ， 输出 - 钟灵 ， 控制 - 段正淳 三选二 ) ， 王语嫣 ， 主角 。,坦克  南海 鳄神   输出  木婉清  输出  钟灵  控制  人物二 三选二   人物一  主角,-1
TRAIN_SENT_ID_253529,祝彪,扈三娘,祝彪 想要 的 东西 ， 扈三娘 急于 拿到 手 。,人物一 想要 东西  人物二 急于 拿到 手,1
TRAIN_SENT_ID_259123,刘备,刘禅,共同 了解 、 深思 守业 失败 的 刘备 、 刘禅 等 人 的 失败 教训 。,共同 了解  深思 守业 失败 人物一  人物二 失败 教训,-1
TRAIN_SENT_ID_256013,蒋介石,宋美龄,而 两旁 则 为 东西 厢房 ， 东由 宋美龄 居住 ， 西为 毛福梅 （ 蒋介石 的 元配 ） 的 住所 。,两旁 东西 厢房  东由 人物二 居住  西为 毛福梅  人物一 元配  住所,1
TRAIN_SENT_ID_283094,吴速玲,曹格,6 、 《 Letitgo 》 曹格 、 吴速玲 、 Joe 、 Grace 姐姐 。,人物二  人物一     姐姐,1
TRAIN_SENT_ID_252260,秦嘉,徐淑,徐淑 《 答 秦嘉 诗 》 的 骚体 五言 形式 ， 是 四 言体 、 楚 骚体 与 五言诗 体 相结合 的 产物 ， 是 五言诗 体 发展史 上 难得一见 的 活化石 。,人物二  答 人物一 诗  骚体 五言 形式  四 言体  楚 骚体 五言诗 体 相结合 产物  五言诗 体 发展史 难得一见 活化石,1
TRAIN_SENT_ID_260045,江珊,高曙光,主演 ： 任贤齐 、 林心如 、 江珊 、 高曙光,主演  任贤齐  林心如  人物一  人物二,1
TRAIN_SENT_ID_267413,许志安,郑秀文,此歌 是 许志安 的 音乐 代表作 之一 ， 后 被 郑秀文 、 高胜美 等 歌手 翻唱 。,此歌 人物一 音乐 代表作  人物二  高胜美 歌手 翻唱,1
TRAIN_SENT_ID_279197,安琪,齐远,齐远 感叹 ， 安琪 一直 抗拒 出门 ， 有 一大 部门 原因 是因为 媒体 ， 可是 她 现在 居然 不 抗拒 了 。,人物二 感叹  人物一 一直 抗拒 出门  一大 部门 原因 是因为 媒体  现在 居然 抗拒,1
TRAIN_SENT_ID_278929,汪涵,杨乐乐,5 明星阵容 : 主持 团队 : 《 越 淘越 开心 》 先后 由 汪涵 、 杨乐乐 、 李斯 羽 、 李慧玲 、 柯豆 等 担任 主持人 ， 现任 主持人 为 魏巍 、 潘丹 。,明星阵容  主持 团队   越 淘越 开心  先后 人物一  人物二  李斯 羽  李慧玲  柯豆 担任 主持人  现任 主持人 魏巍  潘丹,1
TRAIN_SENT_ID_279445,张铎,陈松伶,张铎 ， 陈松伶 ， 赵达 ， 骆达华,人物一  人物二  赵达  骆达华,1
TRAIN_SENT_ID_275994,贾午,贾充,521 董承 522 董旻 523 董昭 524 董厥 525 董衡 526 董袭 527 虞翻 528 贾午 529 贾充 530 贾南风,董承  董旻  董昭  董厥  董衡  董袭  虞翻  人物一  人物二  贾南风,-1
TRAIN_SENT_ID_277121,浦安修,彭德怀,只是 在 那些 粗大 胳膊 松懈 的 片刻 ， 浦安修 才 看到 彭德怀 不屈 的 头颅 。,粗大 胳膊 松懈 片刻  人物一 看到 人物二 不屈 头颅,1
TRAIN_SENT_ID_278894,顾长卫,蒋雯丽,蒋雯丽 老公 顾长卫 车震 他 马上 下车 ， 故作 镇定 地 要求 和 卓伟 合影 。,人物二 老公 人物一 车震 马上 下车  故作 镇定 要求 卓伟 合影,1
TRAIN_SENT_ID_285268,丁肇中,丁观海,24 ： 丁肇中 之 父 丁观海 ： 悉心 教导,人物一 父 人物二  悉心 教导,-1
TRAIN_SENT_ID_275342,潘巧云,杨雄,杨雄 醉 归 ， 潘巧云 及婢 迎儿 反诬 石秀 戏己 。,人物二 醉  人物一 及婢 迎儿 反诬 石秀 戏己,1
TRAIN_SENT_ID_284346,唐筼,陈寅恪,七 陈寅恪 、 唐筼 骨灰 安葬 侧记 70,七 人物二  人物一 骨灰 安葬 侧记,1
TRAIN_SENT_ID_252230,秦嘉,徐淑,秦嘉 的 四言 《 述婚 诗 》 ， 五言 《 赠妇 诗 》 ， 徐淑 的 五言 《 答夫 诗 》 等 ， 都 受到 历代 诗论 和 诗选 家 的 称赞 。,人物一 四言  述婚 诗   五言  赠妇 诗   人物二 五言  答夫 诗   历代 诗论 诗选 家 称赞,1
TRAIN_SENT_ID_284303,张宏震,张静,总 出品人 ： 周文力 、 张宏震 、 张静,总 出品人  周文力  人物一  人物二,1
TRAIN_SENT_ID_259080,刘备,刘禅,而且 姜维 和 刘禅 的 CP 感觉 就是 在 延续 刘备 和 诸葛亮 呢 ！,姜维 人物二  感觉 延续 人物一 诸葛亮,-1
TRAIN_SENT_ID_279349,石青璇,徐子陵,最后 徐子陵 和 石青璇 的 结合 ， 堪称 完美 ， 也 让 石之轩 了 却 了 心事 ， 最后 让 邪 王 落地 成佛 。,最后 人物二 人物一 结合  堪称 完美  石之轩 心事  最后 邪 王 落地 成佛,1
TRAIN_SENT_ID_267945,樊梨花,薛丁山,1 制作 团队 : 片名 ： 薛丁山 与 樊梨花,制作 团队  片名  人物二 人物一,1
TRAIN_SENT_ID_255795,蒋介石,宋美龄,蒋介石 宋美龄,人物一 人物二,1
TRAIN_SENT_ID_262831,熊美玲,林秋离,No.207 让 风 进来 林秋离 熊美玲 林慧萍,风 进来 人物二 人物一 林慧萍,1
TRAIN_SENT_ID_273269,秦香莲,陈世美,好戏 登场 _ 2014 - 12 - 30 传统戏 《 秦香莲 - 怒 铡 陈世美 》 选段,好戏 登场       传统戏  人物一  怒 铡 人物二  选段,1
TRAIN_SENT_ID_279604,晏紫,李圣根,李圣根 恋爱 经过 : 博客 殷勤 回帖 征服 晏紫,人物二 恋爱  博客 殷勤 回帖 征服 人物一,1
TRAIN_SENT_ID_279252,长孙无极,孟扶摇,孟扶摇 忍不住 笑一笑 ， 长孙无极 凑身 过去 ， 吻吻 她 额角 ， 道 ： “ 你 这 小 傻瓜 ， 劝 你 是 没用 的 ， 咱们 … …,人物二 忍不住 笑一笑  人物一 凑身 过去  吻吻 额角  道   傻瓜  劝 没用,1
TRAIN_SENT_ID_283452,张伯驹,潘素,其 主要 作品 有 《 漓江 春晴 》 、 《 夏山 过雨 》 、 《 万松 积雪 》 等 ， 有 《 张伯驹 、 潘素 书画集 》 行世 。,主要 作品  漓江 春晴    夏山 过雨    万松 积雪    人物一  人物二 书画集  行世,1
TRAIN_SENT_ID_258717,刘禅,刘备,刘备 、 诸葛亮 、 刘禅,人物二  诸葛亮  人物一,-1
TRAIN_SENT_ID_260047,江珊,高曙光,陈宝国 / 江珊 / 高曙光 / 安泽豪,陈宝国  人物一  人物二  安泽豪,1
TRAIN_SENT_ID_259923,花月奴,江枫,可 江枫 放弃 花月奴 是 怎样 ？,人物二 放弃 人物一,1
TRAIN_SENT_ID_250158,秦始皇,胡亥,偷梁换柱 得逞 后 ， 赵高 以 胜利者 的 姿态 回到 了 咸阳 ， 随后 向 天下 宣布 了 秦始皇 驾崩 的 消息 ， 胡亥 宣布 即 皇帝 位 ， 称 秦二世 。,偷梁换柱 得逞  赵高 胜利者 姿态 回到 咸阳  天下 宣布 人物一 驾崩 消息  人物二 宣布 皇帝 位  称 秦二世,-1
TRAIN_SENT_ID_271904,阎婆惜,宋江,戴宗 原本 是 在 江州 两院 做 牢头 ， 宋江 因为 阎婆惜 的 人命官司 来江州 服刑 ， 正好 在 他 的 管区 之内 。,戴宗 原本 江州 两院 做 牢头  人物二 人物一 人命官司 来江州 服刑  正好 管区 之内,1
TRAIN_SENT_ID_265140,尤二姐,贾琏,贾琏 出于 独专 ， 才 将 尤二姐 娶 进 ， 也 不是 可以 托付 终身 的 人 。,人物二 独专  人物一 娶 进  托付 终身,1
TRAIN_SENT_ID_269044,刘德华,朱丽倩,LauTakWahAndy 就是 刘德华 粤语 发音 的 英文名字 ， 而 ChooLayKeng 分析 就是 朱丽倩 本名 朱丽 卿 的 英文名字 。,人物一 粤语 发音 英文名字   分析 人物二 本名 朱丽 卿 英文名字,1
TRAIN_SENT_ID_279182,赵薇,黄有龙,此后 是 黄有龙 与 赵薇 一家 在 新马泰 度假 。,此后 人物二 人物一 一家 新马泰 度假,1
TRAIN_SENT_ID_267254,陆毅,鲍蕾,在 性格 上 ， 鲍蕾 像 极了 陆毅 ： “ 从不 跟 别人 争 什么 ！ ”,性格  人物二 人物一   从不 争,1
TRAIN_SENT_ID_283003,孟扶摇,长孙无极,- - - - - 长孙无极 和 孟扶摇,人物二 人物一,1
TRAIN_SENT_ID_275092,朱七七,沈浪,沈浪 、 金无望 追寻 黑影 而 去 ， 留下 朱七七 照看 白飞飞 。,人物二  金无望 追寻 黑影  留下 人物一 照看 白飞飞,1
TRAIN_SENT_ID_253714,申雪,赵宏博,用同 一双 翅膀 飞 — — 申雪 、 赵宏博,用同 一双 翅膀 飞   人物一  人物二,1
TRAIN_SENT_ID_287062,伊丹十三,伊丹万作,本片 原由 伊丹万作 （ 伊丹十三 之 父 ） 执导 ， 根据 岩下俊作 的 《 富岛 松 五郎 传 》 改编 ， 后 因 伊丹 卧病 ， 改由 稻垣 浩 拍摄 完成 。,本片 原由 人物二  人物一 父  执导  岩下俊作  富岛 松 五郎 传  改编  伊丹 卧病  改由 稻垣 浩 拍摄 完成,-1
TRAIN_SENT_ID_279270,刘珩,宋英杰,因为 刘珩 的 到来 ， 宋英杰 心里 立刻 温暖如春 了 。,人物一 到来  人物二 心里 立刻 温暖如春,1
TRAIN_SENT_ID_285822,尹天雪,尹浩,她 对 童博 由 爱生恨 ， 性格 逐渐 扭曲 ， 为 报复 而 一再 伤害 童氏 一族 ， 曾 将 尹天雪 与 尹浩 推 下 地狱 岩 。,童博 爱生恨  性格 逐渐 扭曲  报复 一再 伤害 童氏 一族  人物一 人物二 推 地狱 岩,-1
TRAIN_SENT_ID_268322,秦始皇,扶苏,清乾隆 《 成县 新志 》 记载 ， 秦始皇 登 鸡头 ， 公子 扶苏 吹箫 引凤于 此 。,清乾隆  成县 新志  记载  人物一 登 鸡头  公子 人物二 吹箫 引凤于,-1
TRAIN_SENT_ID_273065,杨铁心,包惜弱,陈思思 （ 包惜弱 ） ， 秦沛 （ 杨铁心 ）,陈思思  人物二   秦沛  人物一,1
TRAIN_SENT_ID_274337,方怡,韦小宝,韦小宝 带 着 苏荃 、 建宁 、 曾柔 、 方怡 及 沐剑屏 ， 离开 神龙 岛 ， 逃 到 通吃岛 避难 。,人物二 带 苏荃  建宁  曾柔  人物一 沐剑屏  离开 神龙 岛  逃 通吃岛 避难,1
TRAIN_SENT_ID_272964,吴晗,袁震,两情 永 隧 — — 袁震 · 吴晗,两情 永 隧   人物二  人物一,1
TRAIN_SENT_ID_262753,熊美玲,林秋离,No.44 多情 也 害 林秋离 熊美玲 林慧萍,多情 害 人物二 人物一 林慧萍,1
TRAIN_SENT_ID_274640,傅敏,傅雷,《 解读 傅雷 一家 》 作者 采访 了 傅聪 以及 他 的 弟弟 傅敏 。,解读 人物二 一家  作者 采访 傅聪 弟弟 人物一,-1
TRAIN_SENT_ID_273068,杨铁心,包惜弱,谢贤 （ 杨铁心 ） ， 李司棋 （ 包惜弱 ）,谢贤  人物一   李司棋  人物二,1
TRAIN_SENT_ID_284887,吴振宇,吴日正,吴振宇 后代 : 其子 吴日正 ， 现任 朝鲜劳动党 军事部长 ， 朝鲜人民军 上将 。,人物一 后代  其子 人物二  现任 朝鲜劳动党 军事部长  朝鲜人民军 上将,-1
TRAIN_SENT_ID_248931,阮星竹,段正淳,双目 璨 如星 : 可 慕容复 可 不管 阮星竹 表情 对 着 段正淳 叫 道 ： “ 我数 一 、 二 、 三 、 你 再 不 点头 ， 莫怪 慕容复 手下无情 。 ”,双目 璨 如星  慕容复 人物一 表情 人物二 道   我数  二  三  点头  莫怪 慕容复 手下无情,1
TRAIN_SENT_ID_268109,樊梨花,薛丁山,第二十六回 鲁国公 三赴 寒江关 薛丁山 三请 樊梨花,第二十六回 鲁国公 三赴 寒江关 人物二 三请 人物一,1
TRAIN_SENT_ID_276229,韩寒,韩小野,韩小野 太 “ 犀利 ” 韩寒 “ 吐槽 ” 驾驭 不了 。,人物二 太  犀利  人物一  吐槽  驾驭 不了,-1
TRAIN_SENT_ID_258897,王熙凤,贾琏,连 王熙凤 都 要 让 她 三分 ， 贾琏 见到 她 都 要 叫 她 “ 好 姐姐 ” 。,人物一 三分  人物二 见到  姐姐,1
TRAIN_SENT_ID_268519,潘金莲,武大郎,嫁个 武大郎 难保 不成 潘金莲,嫁个 人物二 难保 人物一,1
TRAIN_SENT_ID_251490,谢贤,谢霆锋,老爸 谢贤 、 哥哥 谢霆锋 ， 长 在 这样 的 家庭 想 不 被 关注 都 不行 。,老爸 人物一  哥哥 人物二  长 家庭 想 关注 不行,-1
TRAIN_SENT_ID_276193,苏蕙,窦滔,当即 ， 窦滔 派遣 了 人马 ， 到 长安 接来 了 苏蕙 。,当即  人物二 派遣 人马  长安 接来 人物一,1
TRAIN_SENT_ID_272760,徐天宏,周绮,周绮 下嫁 徐天宏 ， 最 高兴 的 还是 周仲英 老 英雄 。,人物二 下嫁 人物一  高兴 周仲英 老 英雄,1
TRAIN_SENT_ID_259156,刘备,刘禅,刘备 ： 糜贞 ， 甘倩 ， 刘禅 ， 刘理 ， 刘莹,人物一  糜贞  甘倩  人物二  刘理  刘莹,-1
TRAIN_SENT_ID_270386,关平,关羽,此时 ， 关羽 受伤 急退 ， 应该 是 关平 领兵 顶住 曹兵 攻击 ， 带领 败军 徐徐 退 向 大营 。,人物二 受伤 急退  应该 人物一 领兵 顶住 曹兵 攻击  带领 败军 徐徐 退 大营,-1
TRAIN_SENT_ID_269307,陆雪琪,张小凡,师妹 夫 ： 张小凡 （ 陆雪琪 之夫 ）,师妹 夫  人物二  人物一 之夫,1
TRAIN_SENT_ID_283137,崔宏,崔浩,常从 吏部 尚书 清河 崔宏 受 字义 ， 又 从 司徒 崔浩 学楷 篆 。 ”,常从 吏部 尚书 清河 人物一 受 字义  司徒 人物二 学楷 篆,-1
TRAIN_SENT_ID_255368,蓝齐儿,容妃,3 、 容妃 带 着 蓝齐儿 出宫 南下 省亲 ， 这 是 不 可能 的 ， 妃子 只有 在 母家 有 重大事件 的 时候 才 可以 向 皇帝 请旨 出宫 返家 ， 而且 是 有 期限 的 。,人物二 带 人物一 出宫 南下 省亲  可能  妃子 母家 重大事件 皇帝 请旨 出宫 返家  期限,-1
TRAIN_SENT_ID_274463,潘汉年,董慧,医院 领导 、 医生 把 潘汉年 的 病情 和 抢救 经过 向 董慧 作 了 交代 。,医院 领导  医生 人物一 病情 抢救 人物二 作 交代,1
TRAIN_SENT_ID_263875,刘嘉玲,梁朝伟,现在 她 就 站 在 刘嘉玲 一边 ， 认为 她 活泼 的 性格 更 适合 腼腆 的 梁朝伟 ， “ 一对 情侣 ， 当然 是 一 静一动 、 一内一外 才 更 契合 、 更能 长久 。 ”,现在 站 人物一 一边  认为 活泼 性格 更 适合 腼腆 人物二   一对 情侣  静一动  一内一外 更 契合  更能 长久,1
TRAIN_SENT_ID_276734,刘梅,夏东海,在 刘梅 的 期盼 下 ， 夏东海 请 的 厨师 终于 来 了 。,人物一 期盼  人物二 请 厨师 终于,1
TRAIN_SENT_ID_270854,姜承,欧阳倩,1 、 姜承 与 欧阳倩 主题,人物一 人物二 主题,1
TRAIN_SENT_ID_257186,孙秀青,西门吹雪,西门吹雪 和 孙秀青 （ 黄元申 版 ）,人物二 人物一  黄元申 版,1
TRAIN_SENT_ID_282593,杨蛟,杨天佑,大 金乌 奉命 下令 诛杀 杨家 满门 ， 杀 了 杨天佑 和 杨蛟 ， 杨戬 和 杨婵 在 天 蓬元帅 的 相助 之下 幸免于难 。,金乌 奉命 下令 诛杀 杨家 满门  杀 人物二 人物一  杨戬 杨婵 天 蓬元帅 相助 之下 幸免于难,-1
TRAIN_SENT_ID_261994,王明华,梅兰芳,梅家和 王明华 对此 均表 同意 ， 于是 梅兰芳 与 福芝芳 结为 伉俪 。,梅家和 人物一 对此 均表 同意  人物二 福芝芳 结为 伉俪,1
TRAIN_SENT_ID_279069,王僧绰,王昙首,王昙首 之才器 ， 王僧绰 之 忠直 ， 其世禄 不替 也 ， 岂 徒然 哉 。,人物二 之才器  人物一 忠直  其世禄 不替  岂 徒然,-1
TRAIN_SENT_ID_262333,汪精卫,陈璧君,一天 陈洁如 在 街上 偶然 遇到 已 做 了 汉奸 的 汪精卫 太太 陈璧君 。,一天 陈洁如 街上 偶然 遇到 做 汉奸 人物一 太太 人物二,1
TRAIN_SENT_ID_273797,萧远山,萧峰,同时 又 在 在 阿 朱的 帮助 下 ， 从 智光大师 之 处 得到 了 萧峰 之 父 萧远山 的 遗书 。,朱的 帮助  智光大师 处 得到 人物二 父 人物一 遗书,-1
TRAIN_SENT_ID_268575,潘金莲,武大郎,在 西安 主演 了 《 武大郎 之死 》 ， 在 舞台 上 塑造 了 潘金莲 新 形象 而 一鸣惊人 ， 被誉为 “ 陕北 梅兰芳 ” 。,西安 主演  人物二 之死   舞台 塑造 人物一 新 形象 一鸣惊人  被誉为  陕北 梅兰芳,1
TRAIN_SENT_ID_285018,庄月明,李嘉诚,庄月明 在 教会 办 的 英文 书院 念书 ， 一点 也 不 嫌弃 穷 表哥 李嘉诚 ， 相反 还 十分 同情 他 。,人物一 教会 办 英文 书院 念书  一点 嫌弃 穷 表哥 人物二  相反 十分 同情,1
TRAIN_SENT_ID_275770,李沅芷,余鱼同,余鱼同 英俊潇洒 ， 长 的 一表人才 ， 初 非常 爱慕 已为 人妻 的 骆冰 ， 后 与 官家 小姐 李沅芷 相恋 并 最终 结为 连理 。,人物二 英俊潇洒  长 一表人才  初 非常 爱慕 已为 人妻 骆冰  官家 小姐 人物一 相恋 最终 结为 连理,1
TRAIN_SENT_ID_276137,许仙,许仕林,许仕林 剧情 介绍 : 许仙 和 白素贞 开设 保和堂 药铺 ， 济世 活人 ， 并且 除去 了 地方 祸害 - 蜈蚣 精 。,人物二 剧情 介绍  人物一 白素贞 开设 保和堂 药铺  济世 活人  除去 地方 祸害  蜈蚣 精,-1
TRAIN_SENT_ID_257292,金蛇郎君,温仪,温仪 回忆 自己 被 金蛇郎君 抓走 。,人物二 回忆 人物一 抓走,1
TRAIN_SENT_ID_281437,曾雅兰,侯昌明,侯昌明 （ 第二次 参赛 ） 、 曾雅兰 （ 初次 参赛 ） （ 败于 方程式 相关 问题 ）,人物二  第二次 参赛   人物一  初次 参赛   败于 方程式 相关 问题,1
TRAIN_SENT_ID_255945,蒋介石,宋美龄,摄影 组 主要 负责 拍摄 蒋介石 、 宋美龄 和 军政 机关 活动 的 照片 ， 摄影师 共有 3 人 ， 最后 一路 跟 下来 的 只有 胡崇贤 。,摄影 组 主要 负责 拍摄 人物一  人物二 军政 机关 活动 照片  摄影师 共有   最后 一路 下来 胡崇贤,1
TRAIN_SENT_ID_269749,任我行,任盈盈,出寺 后 与 任盈盈 相救 囚 于梅 庄 的 任我行 。,出寺 人物二 相救 囚 于梅 庄 人物一,-1
TRAIN_SENT_ID_276231,韩寒,韩小野,爱心 过剩 的 韩小野 ， 向 韩寒 提出 了 进一步 照顾 猪们 的 要求 — — 给 它们 洗澡 。,爱心 过剩 人物二  人物一 提出 进一步 照顾 猪们 要求   洗澡,-1
TRAIN_SENT_ID_258432,张兆和,沈从文,水上 情书 ： 沈从文 与 张兆和,水上 情书  人物二 人物一,1
TRAIN_SENT_ID_273288,秦香莲,陈世美,因此 ， 均 县 有 “ 北门 街不唱 陈世美 ， 秦家楼 不 唱 秦香莲 ” 的 俗话 。,均 县  北门 街不唱 人物二  秦家楼 唱 人物一  俗话,1
TRAIN_SENT_ID_260915,贾珍,贾蓉,曹雪芹 不仅 写 贾珍 是 这样 ， 写 贾赦 、 贾琏 、 贾蓉 、 薛蟠 等 也 不 例外 。,曹雪芹 写 人物一  写 贾赦  贾琏  人物二  薛蟠 例外,-1
TRAIN_SENT_ID_269767,任我行,任盈盈,于是 令孤冲 、 任盈盈 、 向问天 、 任我行 等 一同 去 找 东方不败 报仇 。,令孤冲  人物二  向问天  人物一 一同 找 东方不败 报仇,-1
TRAIN_SENT_ID_267388,许志安,郑秀文,1 专辑 曲目 : 1 . 大 报复 / 叮当 / 失忆 / 十戒 / 热爱 岛 / Friends / 终于 开始 （ 许志安 ; 郑秀文 ）,专辑 曲目    报复  叮当  失忆  十戒  热爱 岛    终于  人物一  人物二,1
TRAIN_SENT_ID_250000,张无忌,赵敏,又 随 赵敏 上 武当 ， 欲 挑战 张三丰 ， 但 被 明教 教主 张无忌 所败 。,人物二 武当  欲 挑战 张三丰  明教 教主 人物一 所败,1
TRAIN_SENT_ID_271986,林丹,谢杏芳,出众 的 长相 气质 ， 敬业 勤奋 的 精神 ， 再 加上 跟 林丹 的 “ 姐弟恋 ” ， 谢杏芳 不论 走 到 哪里 ， 都 不乏 关注 的 目光 。,出众 长相 气质  敬业 勤奋 精神  加上 人物一  姐弟恋   人物二 走  不乏 关注 目光,1
TRAIN_SENT_ID_287328,李蓉蓉,秦琼,李蓉蓉 角色 关系 : 相公 ： 秦琼,人物一 角色 关系  相公  人物二,1
TRAIN_SENT_ID_259296,刘备,刘禅,顺序 : （ 《 三国演义 》 里 ） 是 ： 刘焉 ， 刘璋 ， 刘备 ， 诸葛亮 ， 刘禅 。,顺序    三国演义  里   刘焉  刘璋  人物一  诸葛亮  人物二,-1
TRAIN_SENT_ID_263171,胡亥,秦始皇,秦始皇 的 死 与 胡亥 篡位,人物二 死 人物一 篡位,-1
TRAIN_SENT_ID_286941,尹笑声,尹寿山,这时 在 “ 联兴 ” 演出 的 有 尹寿山 、 耿宝林 、 于宝林 、 冯宝华 、 史文翰 、 尹笑声 、 于佑福 、 刘玉凤 、 尹秋雯 等 人 。,联兴  演出 人物二  耿宝林  于宝林  冯宝华  史文翰  人物一  于佑福  刘玉凤  尹秋雯,-1
TRAIN_SENT_ID_262010,王明华,梅兰芳,当 王明华 病重 以后 ， 梅兰芳 和 福芝芳 决定 在 香山 附近 为 她 选择 适宜 的 墓地 。,人物一 病重 以后  人物二 福芝芳 决定 香山 附近 选择 适宜 墓地,1
TRAIN_SENT_ID_278660,叶一茜,田亮,叶一茜 田亮 《 想 你 的 笑 》,人物一 人物二  想 笑,1
TRAIN_SENT_ID_251121,丁英,李双江,李双江 被 媒体 曝出 还 曾 经历 过 一段 婚姻 ， 丁英 也 因此 首 曝光 。,人物二 媒体 曝出 经历 一段 婚姻  人物一 首 曝光,1
TRAIN_SENT_ID_286496,纪嫣然,项少龙,第 81 章 项少龙 VS 纪嫣然 + 赵倩,章 人物二  人物一  赵倩,1
TRAIN_SENT_ID_269810,李讷,江青,第四章 江青 及 我 姨妈 李讷 一家,第四章 人物二 姨妈 人物一 一家,-1
TRAIN_SENT_ID_266450,严世蕃,严嵩,2 剧情 : 海瑞 赴 严嵩 处 拜寿 ， 忤 严世蕃 ， 被贬 降职 ， 出任 淳安 知县 。,剧情  海瑞 赴 人物二 处 拜寿  忤 人物一  被贬 降职  出任 淳安 知县,-1
TRAIN_SENT_ID_274561,薛丁山,薛仁贵,诸如 薛仁贵 征东 、 薛丁山 征西 、 薛刚反唐 ， 乃至 薛家 媳妇 樊梨花 移山倒海 的 神通 等等 。,人物二 征东  人物一 征西  薛刚反唐  薛家 媳妇 樊梨花 移山倒海 神通,-1
TRAIN_SENT_ID_273834,范柳原,白流苏,白流苏 冒 着 炮火 去 找 范柳原 。,人物二 炮火 找 人物一,1
TRAIN_SENT_ID_277533,柴绍,平阳公主,平阳公主 ， 李玄霸 同母 姐妹 ， 嫁 柴绍,人物二  李玄霸 同母 姐妹  嫁 人物一,1
TRAIN_SENT_ID_276756,丁夫人,曹操,某次 ， 面对 丁夫人 再次 的 指责 ， 一怒之下 ， 曹操 责令 将 其 送回 娘家 。,某次  面对 人物一 再次 指责  一怒之下  人物二 责令 送回 娘家,1
TRAIN_SENT_ID_267285,陆毅,鲍蕾,“ 三剑客 ” 几乎 三位一体 ， 以至于 陆毅 对 鲍蕾 开玩笑 ： “ 我要 有个 弟弟 就 好 了 ， 就 给 我们 家 莉莉 了 ” ， 可见 三人 关系 相当 要 好 。,三剑客  几乎 三位一体  人物一 人物二 开玩笑   我要 有个 弟弟  家 莉莉   三人 关系 相当,1
TRAIN_SENT_ID_278962,花大脚,程咬金,"第三 对 : 程咬金 , 花大脚 。",第三  人物二  人物一,1
TRAIN_SENT_ID_257740,桓雄,桓因,得到 桓因 的 同意 后 ， 桓雄 率领 3000 人 降临到 太白山 ， 建立 了 “ 神市 ” 。,得到 人物二 同意  人物一 率领  降临到 太白山  建立  神市,-1
TRAIN_SENT_ID_285125,姜文杰,秦沛,姜丽文 姜文杰 秦沛,姜丽文 人物一 人物二,-1
TRAIN_SENT_ID_278688,叶一茜,田亮,歌舞 《 结婚 》 田亮 、 叶一茜 及众 超女 快 男,歌舞  结婚  人物二  人物一 及众 超女 快 男,1
