sent_id,entity1,entity2,sent,processed_sent,label,sent_id.1
TRAIN_SENT_ID_285742,余兆,余化龙,主痘 碧霞 元君 （ 余化龙 ） ； 卫房 圣母 元君 （ 金氏 余化龙 妻 ） 封神榜 五方 主痘 正神 : 东方 主痘 正神 （ 余达 ） ； 西方 主痘 正神 （ 余兆 ） ；,主痘 碧霞 元君  人物二   卫房 圣母 元君  金氏 人物二 妻  封神榜 五方 主痘 正神  东方 主痘 正神  余达   西方 主痘 正神  人物一,-1,
TRAIN_SENT_ID_265801,王茜,徐庆东,《 无限 生机 》 是 由 徐庆东 执导 的 32 集 电视 连续剧 ， 由 王茜 ， 刘钧 ， 王挺 ， 隋兰 等 主演 。,无限 生机  人物二 执导  集 电视 连续剧  人物一  刘钧  王挺  隋兰 主演,1,
TRAIN_SENT_ID_266123,齐姜,申生,骊姬 对 太子 申生 说 ， 晋献公 曾 梦见 他 的 母亲 齐姜 ， 让 他速 去 曲沃 祭祀 一番 ， 回来 后 把 祭祀 用 的 胙 肉 献给 晋献公 。,骊姬 太子 人物二 说  晋献公 梦见 母亲 人物一  他速 曲沃 祭祀 一番  回来 祭祀 胙 肉 献给 晋献公,-1,
TRAIN_SENT_ID_265742,孙元,孙二娘,原来 此人 是 孙二娘 之 父 孙元 ， 后见 张青 聪明能干 ， 便 把 女儿 许配 张青 。,原来 此人 人物二 父 人物一  后见 张青 聪明能干  便 女儿 许配 张青,-1,
TRAIN_SENT_ID_263231,胡亥,秦始皇,秦始皇 遣 徐福 入海 求仙 群雕 在 琅 琊 台 顶 ， 共有 石雕像 14 尊 ： 秦始皇 、 徐福 、 胡亥 、 李斯 、 赵高 和文武 官员 、 武士 、 侍女 、 侍从 等 。,人物二 遣 徐福 入海 求仙 群雕 琅 琊 台 顶  共有 石雕像  尊  人物二  徐福  人物一  李斯  赵高 和文武 官员  武士  侍女  侍从,-1,
TRAIN_SENT_ID_276008,贾午,贾充,母亲 贾午 ， 是 贾充 的 小女儿 。,母亲 人物一  人物二 小女儿,-1,
TRAIN_SENT_ID_263210,胡亥,秦始皇,秦始皇 遣 徐福 入海 求仙 群雕 : 在 琅 琊 台 顶 ， 共有 石雕像 14 尊 ： 秦始皇 、 徐福 、 胡亥 、 李斯 、 赵高 和文武 官员 、 武士 、 侍女 、 侍从 等 。,人物二 遣 徐福 入海 求仙 群雕  琅 琊 台 顶  共有 石雕像  尊  人物二  徐福  人物一  李斯  赵高 和文武 官员  武士  侍女  侍从,-1,
TRAIN_SENT_ID_281472,王晴,李梦男,《 养蟹 人 》 是 2012 年 上映 的 剧情片 ， 由 丁小雄 、 荆 大鹏 执导 ， 李梦男 、 王晴 等 主演 。,养蟹   年 上映 剧情片  丁小雄  荆 大鹏 执导  人物二  人物一 主演,1,
TRAIN_SENT_ID_267285,陆毅,鲍蕾,“ 三剑客 ” 几乎 三位一体 ， 以至于 陆毅 对 鲍蕾 开玩笑 ： “ 我要 有个 弟弟 就 好 了 ， 就 给 我们 家 莉莉 了 ” ， 可见 三人 关系 相当 要 好 。,三剑客  几乎 三位一体  人物一 人物二 开玩笑   我要 有个 弟弟  家 莉莉   三人 关系 相当,1,
TRAIN_SENT_ID_250154,秦始皇,胡亥,公元前 210 年冬 ， 秦始皇 病死 ， 中 车府 令 赵高 同 丞相 李斯 、 公子 胡亥 暗中 谋划 政变 ， 立 胡亥 太子 。,公元前  年冬  人物一 病死  中 车府 令 赵高 丞相 李斯  公子 人物二 暗中 谋划 政变  立 人物二 太子,-1,
TRAIN_SENT_ID_273219,秦香莲,陈世美,非常 有意思 的 是 ， 在 《 秦香莲 》 中 与 周春桃 演 对手戏 的 负心郎 “ 陈世美 ” ， 就是 她 现实生活 中 的 模范丈夫 卜胜军 。,非常 有意思   人物一  中 周春桃 演 对手戏 负心郎  人物二   现实生活 中 模范丈夫 卜胜军,1,
TRAIN_SENT_ID_277325,李萍,郭靖,其中 一场 戏是 在 牛家村 的 夜场 ， 周星驰 饰演 的 一名 士兵 在 军官 命令 下 前去 抓 郭靖 母亲 李萍 ， 他 有 一句 台词 ， 回答 了 一声 ： “ 是 ！ ”,一场 戏是 牛家村 夜场  周星驰 饰演 一名 士兵 军官 命令 前去 抓 人物二 母亲 人物一  一句 台词  回答 一声,-1,
TRAIN_SENT_ID_265065,李铭顺,范文芳,【 无炎 的 爱 】 是 由 新加坡 制片 ， 范文芳 、 郑斌辉 、 李铭顺 、 李锦 梅 、 陈凤 玲 主演 的 14 集 情感 都市 剧 。,无炎 爱  新加坡 制片  人物二  郑斌辉  人物一  李锦 梅  陈凤 玲 主演  集 情感 都市 剧,1,
TRAIN_SENT_ID_265776,王茜,徐庆东,《 重案 六组 4 》 是 由 海润 影视制作 有限公司 出品 、 杨大晗 、 徐庆东 执导 ， 王茜 、 邢岷山 、 张潮 、 郭昊伦 、 肖聪 、 孙熙 主演 的 警匪 剧 。,重案 六组   海润 影视制作 有限公司 出品  杨大晗  人物二 执导  人物一  邢岷山  张潮  郭昊伦  肖聪  孙熙 主演 警匪 剧,1,
TRAIN_SENT_ID_275766,李沅芷,余鱼同,后来 ， 在 余鱼同 与 李沅芷 的 婚姻 上 ， 骆冰 真的 没少费 心思 。,后来  人物二 人物一 婚姻  骆冰 真的 没少费 心思,1,
TRAIN_SENT_ID_279642,窦仙童,薛丁山,二路 元帅 薛丁山 与 母 柳氏 、 妹 金莲 押 粮往 救 ； 途经 棋盘山 ， 占山为王 的 窦仙童 与 兄一虎 下山 劫粮 ， 并 将 丁山 擒 去 。,二路 元帅 人物二 母 柳氏  妹 金莲 押 粮往 救  途经 棋盘山  占山为王 人物一 兄一虎 下山 劫粮  丁山 擒,1,
TRAIN_SENT_ID_272158,马小玲,况天佑,在 命运 的 挑拨 下 ， 人 王与 圣母 展开 决斗 ， 马小玲 、 况天佑 、 袁 不破 、 毛忧 还有 灵异 部队 剩下 的 成员 都 参加 了 这场 灭世之战 。,命运 挑拨  王与 圣母 展开 决斗  人物一  人物二  袁 不破  毛忧 灵异 部队 剩下 成员 参加 这场 灭世之战,1,
TRAIN_SENT_ID_258074,周海婴,鲁迅,周海婴 受 鲁迅 思想 教育 的 影响 对 孩子 一向 采取 顺其自然 的 态度 ， 对 婚姻 无 门户之见 ， 也 是 由 孩子 自主 决定 。,人物一 受 人物二 思想 教育 影响 孩子 一向 采取 顺其自然 态度  婚姻 门户之见  孩子 自主 决定,-1,
TRAIN_SENT_ID_276213,苏蕙,窦滔,双方 父母 作主 窦滔 与 苏蕙 ， 遂 于 前秦 建元 十四年 ( 374 ) 结为 夫妻 。,双方 父母 作主 人物二 人物一  遂 前秦 建元 十四年    结为 夫妻,1,
TRAIN_SENT_ID_265037,李铭顺,范文芳,主演 ： 李铭顺 、 范文芳 、 吴家丽 、 连凯 、 温峥嵘 、 郑安伦 、 刘威 、 王惠 春 、 葛蕾,主演  人物一  人物二  吴家丽  连凯  温峥嵘  郑安伦  刘威  王惠 春  葛蕾,1,
TRAIN_SENT_ID_266544,张无忌,殷素素,那 求生不得 的 痛苦 煎熬 可想 而加 ， 但 当 殷素素 问 他 是否 说出 了 义父 的 下落 时 ， 张无忌 昂然 回答 ： “ 他 便 打死 我 ， 我 也 不 说 。 ”,求生不得 痛苦 煎熬 可想 而加  人物二 问 是否 说出 义父 下落 时  人物一 昂然 回答   便 打死  说,-1,
TRAIN_SENT_ID_272433,包惜弱,杨铁心,南宋 年间 ， 随 丈夫 杨铁心 流落 江南 牛家村 的 包惜弱 救 了 金国王子 完颜洪烈 ， 却害 得 丈夫 和义兄 郭啸天 两家 家破人亡 。,南宋 年间  丈夫 人物二 流落 江南 牛家村 人物一 救 金国王子 完颜洪烈  却害 丈夫 和义兄 郭啸天 两家 家破人亡,1,
TRAIN_SENT_ID_265052,李铭顺,范文芳,《 星锁 》 是 袁树 伟 导演 的 一部 新加坡 爱情 剧 ， 拍摄 于 2000 年 ， 主演 有 李铭顺 、 范文芳 、 姚文龙 等 。,星锁  袁树 伟 导演 一部 新加坡 爱情 剧  拍摄  年  主演 人物一  人物二  姚文龙,1,
TRAIN_SENT_ID_261478,莫绍谦,慕咏飞,"其中 也 包括 莫绍谦 对 事业 的 追求 , 和 慕咏飞 的 关系 , 童雪 对 自己 设计 上 的 提高 , 和悦 莹 的 友情 , 和 萧山 、 慕振飞 的 关系 。",包括 人物一 事业 追求  人物二 关系  童雪 设计 提高  和悦 莹 友情  萧山  慕振飞 关系,1,
TRAIN_SENT_ID_250946,霍震霆,朱玲玲,在 女儿 的 要求 下 ， 朱玲玲 的 母亲 和 霍震霆 见面 了 。,女儿 要求  人物二 母亲 人物一 见面,1,
TRAIN_SENT_ID_278502,李秀文,叶挺,他托 爱妻 李秀文 将 诗文 带给 郭沫若 ， 接到 诗稿 的 郭沫若 ， 一再 捧读 ， 对 身处 逆境 、 自由 受限 的 叶挺 将军 如此 刚毅不屈 的 精神 深 为 感动 。,他托 爱妻 人物一 诗文 带给 郭沫若  接到 诗稿 郭沫若  一再 捧读  身处 逆境  自由 受限 人物二 将军 刚毅不屈 精神 深 感动,1,
TRAIN_SENT_ID_267972,樊梨花,薛丁山,薛仁贵 收 梨花 ， 令 与 薛丁山 成婚 ， 新婚夜 ， 丁山 误其 杀父 ， 责其 伤天 逆伦 ， 将 樊梨花 气回 寒江关 。,薛仁贵 收 梨花  令 人物二 成婚  新婚夜  丁山 误其 杀父  责其 伤天 逆伦  人物一 气回 寒江关,1,
TRAIN_SENT_ID_265827,王茜,徐庆东,《 重案 六组 第二部 》 是 由 海润 影视 有限公司 ， 徐庆东 执导 ， 丁志诚 、 王茜 、 张潮 、 孙菲菲 、 王挺 、 侣 萧 主演 的 警匪 剧 。,重案 六组 第二部  海润 影视 有限公司  人物二 执导  丁志诚  人物一  张潮  孙菲菲  王挺  侣 萧 主演 警匪 剧,1,
TRAIN_SENT_ID_265643,袁泉,夏雨,该片 由 ” 卅帝 “ 黄渤 ， ” 催眠 大师 “ 徐峥 领衔主演 ， 袁泉 ， 周 冬雨 ， 马苏 ， 张俪 ， 郭涛 ， 夏雨 ， 李晨 ， 沈腾 等 人 联合 主演 。,该片  卅帝  黄渤   催眠 大师  徐峥 领衔主演  人物一  周 冬雨  马苏  张俪  郭涛  人物二  李晨  沈腾 联合 主演,1,
TRAIN_SENT_ID_279436,琴清,项少龙,后来 两个 人 在 沙洲 约会 ， 琴清 不慎 失足 摔伤 了 脚 ， 项少龙 背 她 回家 ， 两个 人 的 感情 又 进 了 一步 。,后来 两个 沙洲 约会  人物一 不慎 失足 摔伤 脚  人物二 背 回家  两个 感情 进 一步,1,
TRAIN_SENT_ID_250178,秦始皇,胡亥,- - - - - - - 摘自 《 史记 · 李斯 列传 》 译文 : 于是 ， 他们 就 一同 商议 ， 伪造 了 秦始皇 给 丞相 李斯 的 诏书 ， 立 胡亥 为 太子 。,摘自  史记  李斯 列传  译文   一同 商议  伪造 人物一 丞相 李斯 诏书  立 人物二 太子,-1,
TRAIN_SENT_ID_257411,袁克文,袁世凯,袁克文 到 苏州 置办 “ 行头 ” ， 结识 了 会 唱 皮黄 的 雏妓 薛瑶 琴 ， 有心 娶 她 ， 却 被 其父 袁世凯 夺 了 去 ， 纳为 十三姨 太 。,人物一 苏州 置办  行头   结识 会 唱 皮黄 雏妓 薛瑶 琴  有心 娶  其父 人物二 夺  纳为 十三姨 太,-1,
TRAIN_SENT_ID_265646,袁泉,夏雨,至于 自己 最 欣赏 的 圈 中 情侣 ， 叶一茜 说 ： “ 我 特别 羡慕 袁泉 和 夏雨 ， 从 大学 时代 一直 坚持 到 现在 ， 这样 的 感情 很 美好 。,欣赏 圈 中 情侣  叶一茜 说   特别 羡慕 人物一 人物二  大学 时代 一直 坚持 现在  感情 美好,1,
TRAIN_SENT_ID_260050,江珊,高曙光,《 原则 》 （ 饰 ： 刘中 ） （ 刑警队 中队长 ） （ 合作 演员 ： 陈宝国 高曙光 江珊 ）,原则   饰  刘中   刑警队 中队长   合作 演员  陈宝国 人物二 人物一,1,
TRAIN_SENT_ID_272592,贾蓉,秦可卿,秦邦业 虽然 守 着 个 “ 清寒 之 家 ” ， 但是 ， 他 女儿 秦可卿 却 嫁 到 了 显赫 的 宁国府 中 ， 与 贾蓉 结为 夫妻 ， 成 了 少夫人 。,秦邦业 守  清寒 家    女儿 人物二 嫁 显赫 宁国府 中  人物一 结为 夫妻  成 少夫人,1,
TRAIN_SENT_ID_273127,谭蓓蓓,白云江,另 查明 ， 白云江 、 谭蓓蓓 还 共同 实施 一起 强奸 犯罪 和 一起 抢劫犯罪 。,查明  人物二  人物一 共同 实施 一起 强奸 犯罪 一起 抢劫犯罪,1,
TRAIN_SENT_ID_268543,潘金莲,武大郎,制作方法 : 阳谷县 的 炊饼 ， 在 《 水浒传 》 中有 记载 ， 当年 武大郎 男士 与 潘金莲 小姐 开 的 夫妻店 ， 经营 的 主要 项目 就是 炊饼 。,制作方法  阳谷县 炊饼   水浒传  中有 记载  当年 人物二 男士 人物一 小姐 开 夫妻店  经营 主要 项目 炊饼,1,
TRAIN_SENT_ID_275662,梁济,梁漱溟,“ 这个 世界 会 好 吗 ” 就是 80 多年 前 梁济 问 梁漱溟 的 问题 ， 却成 了 艾恺 与 梁漱溟 对话录 的 题目 ， 也许 有点 意味深长 。,世界 会   多年 前 人物一 问 人物二 问题  却成 艾恺 人物二 对话录 题目  也许 有点 意味深长,-1,
TRAIN_SENT_ID_269949,姚明,叶莉,闭幕式 上 她 和 姚明 携手 同游 的 镜头 也 成为 当时 的 经典 [ 3 - 4 ] 但 从此以后 ， 叶莉 跟 国家队 的 轨迹 越走越远 。,闭幕式 人物一 携手 同游 镜头 成为 当时 经典      从此以后  人物二 国家队 轨迹 越走越远,1,
TRAIN_SENT_ID_259557,冯小刚,徐帆,《 手机 》 （ 冯小刚 导演 ， 葛优 、 徐帆 、 张国立 、 范冰冰 、 范伟 主演 ）,手机   人物一 导演  葛优  人物二  张国立  范冰冰  范伟 主演,1,
TRAIN_SENT_ID_274846,晏几道,晏殊,临江仙 · 淡水 三年 欢意 作者简介 : 晏几道 ( 约 1030 一约 1106 ) ， 字叔原 ， 号 小山 ， 晏殊 第七 子 ， 抚州 临川 ( 今属 江西 ) 人 。,临江仙  淡水 三年 欢意 作者简介  人物一  约  一约    字叔原  号 小山  人物二 第七 子  抚州 临川  今属 江西,-1,
TRAIN_SENT_ID_258268,陈建斌,蒋勤勤,导演 ： 胡玫 主演 ： 黄海冰 张萌 、 靳东 、 龚洁 、 赵立新 、 陈建斌 、 王诗槐 、 蒋勤勤,导演  胡玫 主演  黄海冰 张萌  靳东  龚洁  赵立新  人物一  王诗槐  人物二,1,
TRAIN_SENT_ID_262696,杨不悔,纪晓芙,金庸 笔下 人物 : 以 金庸 经典 人物 “ 杨不悔 ” 、 “ 纪晓芙 ” 命名 的 两个 短篇 故事 ， 更是 被 颠覆 得 彻底 。,金庸 笔下 人物  金庸 经典 人物  人物一    人物二  命名 两个 短篇 故事  更是 颠覆 彻底,-1,
TRAIN_SENT_ID_258469,刘禅,刘备,孙尚香 于 刘备 归返 荆时 追随 之 ， 并 击退 欲 擒 刘备 之 吴国 将领 ， 而后 自 孙权 处 得 吴国太 病危 之 伪报 ， 欲 待 刘禅 返 吴 ， 为 赵云 及 张飞 带回 。,孙尚香 人物二 归返 荆时 追随  击退 欲 擒 人物二 吴国 将领  孙权 处 吴国太 病危 伪报  欲 人物一 返 吴  赵云 张飞 带回,-1,
TRAIN_SENT_ID_273797,萧远山,萧峰,同时 又 在 在 阿 朱的 帮助 下 ， 从 智光大师 之 处 得到 了 萧峰 之 父 萧远山 的 遗书 。,朱的 帮助  智光大师 处 得到 人物二 父 人物一 遗书,-1,
TRAIN_SENT_ID_264815,张欣,潘石屹,潘石屹 也 非常热心 公益 ， 他 与 张欣 共同 创立 了 SOHO 中国 基金会 ， 旨在 通过 资助 教育 而 改变 贫困地区 的 学生 和 家庭 的 命运 。,人物二 非常热心 公益  人物一 共同 创立  中国 基金会  旨在 资助 教育 改变 贫困地区 学生 家庭 命运,1,
TRAIN_SENT_ID_260318,穆桂英,杨宗保,会 想到 穆桂英 与 杨宗保 的 故事 。,会 想到 人物一 人物二 故事,1,
TRAIN_SENT_ID_264131,刘备,孙尚香,后来 ， 孙权 派 亲信 周善 悄赴 成都 ， 密见 孙尚香 ， 诈说 孙母 病重 ， 要 孙尚香 携带 刘备 独子 阿斗 ， 速回 江东 探母 。,后来  孙权 派 亲信 周善 悄赴 成都  密见 人物二  诈说 孙母 病重  人物二 携带 人物一 独子 阿斗  速回 江东 探母,1,
TRAIN_SENT_ID_284417,朱允熞,朱标,懿文 太子妃 吕氏 （ 1359 - 1412 年 ） 寿州 人 ， 太子 朱标 妃 ， 生 建文帝 朱允 炆 、 衡王 朱允熞 、 徐王 朱允熙 三子 。,懿文 太子妃 吕氏     年  寿州  太子 人物二 妃  生 建文帝 朱允 炆  衡王 人物一  徐王 朱允熙 三子,-1,
TRAIN_SENT_ID_258888,王熙凤,贾琏,贾琏 因奉 父命 外出 三月 ， 这 期间 ， 王熙凤 将 尤二姐 接回府 中同 住 ， 对 二姐 百般 凌辱 。,人物二 因奉 父命 外出 三月  期间  人物一 尤二姐 接回府 中同 住  二姐 百般 凌辱,1,
TRAIN_SENT_ID_277986,吴君如,陈可辛,本片 由 谷德昭 执导 ， 陈可辛 为 制片人 ， 古天乐 、 吴君如 、 文章 、 王柏杰 、 杜汶泽 等 主演 。,本片 谷德昭 执导  人物二 制片人  古天乐  人物一  文章  王柏杰  杜汶泽 主演,1,
TRAIN_SENT_ID_258543,刘禅,刘备,蜀 君华侯 刘备 （ 原 刘禅 、 张飞 ） 由 荡寇 将军 赵云 、 中书郎 诸葛亮 辅政,蜀 君华侯 人物二  原 人物一  张飞  荡寇 将军 赵云  中书郎 诸葛亮 辅政,-1,
TRAIN_SENT_ID_259548,冯小刚,徐帆,叶雪 影视作品 : 《 情殇 》 10 集 合作 演员 ： 徐帆 、 赵宝刚 、 温海涛 、 刘晓宁 导演 ： 冯小刚,叶雪 影视作品   情殇   集 合作 演员  人物二  赵宝刚  温海涛  刘晓宁 导演  人物一,1,
TRAIN_SENT_ID_268188,樊梨花,薛丁山,兵困 锁阳 城 薛丁山 求父 程咬金 求情 大战 锁阳 城 大战 寒江关 三气 樊梨花 飞马 斩 杨藩 巧破 五龙 阵,兵困 锁阳 城 人物二 求父 程咬金 求情 大战 锁阳 城 大战 寒江关 三气 人物一 飞马 斩 杨藩 巧破 五龙 阵,1,
TRAIN_SENT_ID_282380,骆冰,文泰来,既然 看得出来 ， 文泰来 从未 猜忌 过 骆冰 ， 也 没 怪罪 过 余鱼同 ， 这 也 不仅 是 胸怀 度量 大 的 事 ， 更 主要 的 是 夫妻 双方 间 的 信任 。,看得出来  人物二 从未 猜忌 人物一  没 怪罪 余鱼同  胸怀 度量 事  更 主要 夫妻 双方 间 信任,1,
TRAIN_SENT_ID_278887,顾长卫,蒋雯丽,（ 导演 ： 顾长卫 合作 演员 ： 蒋雯丽 ）,导演  人物一 合作 演员  人物二,1,
TRAIN_SENT_ID_263886,刘嘉玲,梁朝伟,该剧 由 招振强 执导 ， 梁朝伟 、 曾华倩 、 周润发 、 刘青云 、 刘嘉玲 、 任达华 、 戚美珍 等 联合 主演 。,该剧 招振强 执导  人物二  曾华倩  周润发  刘青云  人物一  任达华  戚美珍 联合 主演,1,
TRAIN_SENT_ID_266109,齐姜,申生,春秋 时 ， 晋 太子 申生 由 曲沃 前来 浍 南 ( 今横桥 一带 ) 祭母 ( 齐姜 ) ， 因河涨 到 此 受阻 ， 故 设坛 遥祭 。,春秋 时  晋 太子 人物二 曲沃 前来 浍 南  今横桥 一带  祭母  人物一   因河涨 受阻  设坛 遥祭,-1,
TRAIN_SENT_ID_282440,孙月言,方兰生,回到 江都 后 ， 方兰生 发现 二姐 竟带 着 孙月言 来此 找 他 ， 方兰生 不愿 与 孙月言 定亲 ， 反而 与 襄铃 关系密切 ， 孙月言 伤心 不已 。,回到 江都  人物二 发现 二姐 竟带 人物一 来此 找  人物二 不愿 人物一 定亲  襄铃 关系密切  人物一 伤心 不已,1,
TRAIN_SENT_ID_272533,宋江,宋太公,宋江 派 人 连夜 将 她 送 上 梁山 ， 交给 其父 宋太公 看管 。,人物一 派 连夜 送 梁山  交给 其父 人物二 看管,-1,
TRAIN_SENT_ID_259565,冯小刚,徐帆,《 手机 》 导演 ： 冯小刚 主演 ： 葛优 、 徐帆 、 张国立 、 范冰冰,手机  导演  人物一 主演  葛优  人物二  张国立  范冰冰,1,
TRAIN_SENT_ID_274266,贾敬,贾珍,秦可卿 约会 情人 、 贾敬 生辰 戏台 、 秦可卿 丧礼 打醮 、 贾珍 夜赌 等 故事 ， 都 发生 在 天香楼 。,秦可卿 约会 情人  人物一 生辰 戏台  秦可卿 丧礼 打醮  人物二 夜赌 故事  发生 天香楼,-1,
TRAIN_SENT_ID_260052,江珊,高曙光,《 真 爱 无敌 》 是 由 高曙光 、 江珊 、 张延 主演 的 电视剧 。,真 爱 无敌  人物二  人物一  张延 主演 电视剧,1,
TRAIN_SENT_ID_283895,曾柔,韦小宝,曾柔 出现 : 金庸 在 设计 《 鹿鼎记 》 时 ， 确定 韦小宝 的 性格 是 向善 的 ， 并且 为 故事 中 的 所有 女主角 设计 了 良好 的 结局 。,人物一 出现  金庸 设计  鹿鼎记  时  确定 人物二 性格 向善  故事 中 女主角 设计 良好 结局,1,
TRAIN_SENT_ID_276276,西门吹雪,孙秀青,孙秀青 听到 了 他 说 杀死 了 师父 ， 悲痛 不已 ， 拔剑 刺伤 西门吹雪 ， 另外 三 女孩 亦 纷纷 拔剑 。,人物二 听到 说 杀死 师父  悲痛 不已  拔剑 刺伤 人物一  三 女孩 纷纷 拔剑,1,
TRAIN_SENT_ID_274853,晏几道,晏殊,5 作者简介 : 晏几道 （ 约 1030 — 约 1106 ） 字叔原 ， 号 小山 ， 临川 （ 今属 江西 ） 人 ， 晏殊 第七 子 。,作者简介  人物一  约   约   字叔原  号 小山  临川  今属 江西   人物二 第七 子,-1,
TRAIN_SENT_ID_283216,李大仁,程又青,也 有 的 观众 吐槽 女 主人公 程又青 性格 不好 ， 拿 好 朋友 李大仁 做 感情 备胎 。,观众 吐槽 女 主人公 人物二 性格 不好  朋友 人物一 做 感情 备胎,1,
TRAIN_SENT_ID_275595,闵柔,石清,祟 祟 说 “ 说 你 把 石清 闵柔 夫妻 藏 哪 了 。 ”,祟 祟 说  说 人物二 人物一 夫妻 藏,1,
TRAIN_SENT_ID_258547,刘禅,刘备,"唯有 先主 刘备 之孙 , 北 地 王刘谌 誓死 抗敌 , 刘禅 畏敌 不许 , 随之 降敌 , 刘谌 在 昭烈 庙 内 自杀 。",先主 人物二 之孙  北 王刘谌 誓死 抗敌  人物一 畏敌 不许  随之 降敌  刘谌 昭烈 庙 自杀,-1,
TRAIN_SENT_ID_285429,吴贻弓,张文蓉,1991 年 参加 拍摄 由 导演 吴贻弓 ， 演员 朱旭 、 赵尔康 、 魏宗万 、 张文蓉 主演 的 电影 《 阙里 人家 》 。,年 参加 拍摄 导演 人物一  演员 朱旭  赵尔康  魏宗万  人物二 主演 电影  阙里,1,
TRAIN_SENT_ID_259606,冯小刚,徐帆,11 冯小刚 导演 徐帆 演员,人物一 导演 人物二 演员,1,
TRAIN_SENT_ID_277342,李萍,郭靖,获奖 记录 : 《 神雕 英雄传 》 中 饰演 郭靖 的 母亲 李萍 ( 4 张 ),获奖 记录   神雕 英雄传  中 饰演 人物二 母亲 人物一   张,-1,
TRAIN_SENT_ID_259022,刘备,刘禅,刘禅 继位 初期 ， 根据 刘备 遗诏 ， 由 丞相 诸葛亮 辅政 ， 政 事无巨细 ， 咸决 于亮 ” 。,人物二 继位 初期  人物一 遗诏  丞相 诸葛亮 辅政  政 事无巨细  咸决 于亮,-1,
TRAIN_SENT_ID_263573,欧阳娣娣,傅娟,父亲 为 台北市 议员 欧阳龙 ， 妈妈 是 演员 傅娟 ， 姐姐 是 欧阳妮妮 和 妹妹 是 欧阳娣娣 ， 姑姑 是 歌手 欧阳菲菲 。,父亲 台北市 议员 欧阳龙  妈妈 演员 人物二  姐姐 欧阳妮妮 妹妹 人物一  姑姑 歌手 欧阳菲菲,-1,
TRAIN_SENT_ID_269253,陆雪琪,张小凡,其 继承 了 父亲 张小凡 的 开朗 热心 和 母亲 陆雪琪 的 聪慧 率真 。,继承 父亲 人物二 开朗 热心 母亲 人物一 聪慧 率真,1,
TRAIN_SENT_ID_271597,毛岸青,毛泽东,现 复原 陈列 有 ： 毛泽东 和 杨开慧 、 蔡和森 、 彭湃 、 毛泽覃 、 夏明翰 、 杨开慧 母亲 及 幼时 的 毛岸英 、 毛岸青 的 卧室 ， 前 堂屋 和 后 厅 等 。,现 复原 陈列  人物二 杨开慧  蔡和森  彭湃  毛泽覃  夏明翰  杨开慧 母亲 幼时 毛岸英  人物一 卧室  前 堂屋 厅,-1,
TRAIN_SENT_ID_263807,刘嘉玲,梁朝伟,与 他 合作 过 的 一些 演员 梁朝伟 ， 刘嘉玲 ， 伊能静 ， 高捷 ， 林强 ， 舒淇 ， 辛树芬 。,合作 演员 人物二  人物一  伊能静  高捷  林强  舒淇  辛树芬,1,
TRAIN_SENT_ID_262508,扶苏,秦始皇,秦始皇 病危 ， 写下 传位 给 扶苏 的 诏书 ， 命 赵高 马上 将 诏书 发出 。,人物二 病危  写下 传位 人物一 诏书  命 赵高 马上 诏书 发出,-1,
TRAIN_SENT_ID_274845,晏几道,晏殊,1 ） 人物 : 人物 简介 : 晏几道 ， 字叔原 ， 号 小山 ， 晏殊 第七 子 ， 著名 词人 。,人物  人物 简介  人物一  字叔原  号 小山  人物二 第七 子  著名 词人,-1,
TRAIN_SENT_ID_266007,韦春花,韦小宝,韦小宝 人物 关系 : 母亲 ： 韦春花,人物二 人物 关系  母亲  人物一,-1,
TRAIN_SENT_ID_268722,秦可卿,贾蓉,趁 丁忧 无 事 ， 贾政便 向 贾琏 交代 家事 ， 自己 带上 贾蓉 扶 了 贾母 、 凤姐 、 黛玉 、 秦可卿 等 人 的 灵柩 回南 安葬 。,丁忧 事  贾政便 贾琏 交代 家事  带上 人物二 扶 贾母  凤姐  黛玉  人物一 灵柩 回南 安葬,1,
TRAIN_SENT_ID_260912,贾珍,贾蓉,凤姐计 赚 尤二姐 、 大闹 宁国府 ， 事情 也 起于 贾珍 、 贾蓉 ， 而 贾蓉 又 与 凤姐 有着 不可告人 的 关系 ， 他 还是 与 凤姐 最亲 的 秦氏 的 丈夫 哩 ！,凤姐计 赚 尤二姐  大闹 宁国府  事情 起于 人物一  人物二  人物二 凤姐 有着 不可告人 关系  凤姐 最亲 秦氏 丈夫,-1,
TRAIN_SENT_ID_264097,刘备,孙尚香,谁知 吴国太 （ 孙权 的 母亲 ） 看中 了 刘备 ， 不仅 不许 孙权 杀 他 ， 还 真要 把 孙尚香 许配给 他 。,吴国太  孙权 母亲  看中 人物一  不许 孙权 杀  真要 人物二 许配给,1,
TRAIN_SENT_ID_255528,刘梅,夏雪,在 父亲 的 教育 下 ， 夏雪 、 刘星 、 夏雨 一起 认真 给 母亲 刘梅 洗 了 一回 脚 。,父亲 教育  人物二  刘星  夏雨 一起 认真 母亲 人物一 洗 一回 脚,-1,
